model,issue_time,valid_time,lead_time_h,source_path,H_e01,H_e02,H_e03,H_e04,H_e05,H_e06,H_e07,H_e08,H_e09,H_e10,H_e11,H_e12,H_e13,H_e14,H_e15,H_e16,H_e17,H_e18,H_e19,H_e20,Q_e01,Q_e02,Q_e03,Q_e04,Q_e05,Q_e06,Q_e07,Q_e08,Q_e09,Q_e10,Q_e11,Q_e12,Q_e13,Q_e14,Q_e15,Q_e16,Q_e17,Q_e18,Q_e19,Q_e20,H_min,H_p25,H_p50,H_p75,H_max,Q_min,Q_p25,Q_p50,Q_p75,Q_max,H_ctl,Q_ctl
COSMOE,2020-06-18 05:28:00,2020-06-18 11:00:00,6,2020.zip::2020/2020061806_pqprevi.zip::Pqprevi_COSMOE_2170.txt,379.91,379.91,379.91,379.91,379.91,379.92,379.91,379.91,379.91,379.91,379.91,379.91,379.91,379.91,379.92,379.91,379.91,379.91,379.91,379.91,109.70000000000002,109.30000000000004,110.1,110.1,109.70000000000002,116.50000000000003,109.30000000000004,109.70000000000002,109.30000000000004,109.30000000000004,109.70000000000002,109.30000000000004,109.70000000000002,109.70000000000002,112.50000000000003,109.70000000000002,109.70000000000002,109.30000000000004,109.30000000000004,110.1,379.91,379.91,379.91,379.91,379.92,109.30000000000004,109.30000000000004,109.70000000000002,109.80000000000001,116.50000000000003,,
COSMOE,2020-06-19 04:53:00,2020-06-19 11:00:00,6,2020.zip::2020/2020061907_pqprevi.zip::Pqprevi_COSMOE_2170.txt,379.98,380.02,379.97,379.98,379.98,379.98,379.98,379.98,379.98,379.98,379.98,379.97,379.98,379.98,379.98,379.97,379.98,379.98,379.98,379.98,117.46000000000001,139.06000000000003,117.46000000000001,117.46000000000001,117.86000000000004,117.46000000000001,118.26000000000002,117.46000000000001,117.86000000000004,117.86000000000004,117.86000000000004,117.46000000000001,120.26000000000002,117.46000000000001,117.86000000000004,117.46000000000001,117.46000000000001,120.26000000000002,117.86000000000004,117.46000000000001,379.97,379.98,379.98,379.98,380.02,117.46000000000001,117.46000000000001,117.66000000000003,117.86000000000004,139.06000000000003,,
COSMOE,2020-06-20 04:45:00,2020-06-20 11:00:00,6,2020.zip::2020/2020062008_pqprevi.zip::Pqprevi_COSMOE_2170.txt,379.73,379.73,379.73,379.73,379.73,379.73,379.73,379.73,379.73,379.73,379.73,379.73,379.73,379.73,379.73,379.73,379.73,379.73,379.73,379.73,87.61500000000002,87.21500000000005,87.61500000000002,87.61500000000002,87.61500000000002,87.61500000000002,87.61500000000002,87.61500000000002,87.61500000000002,87.61500000000002,88.01500000000006,87.61500000000002,87.61500000000002,87.61500000000002,87.61500000000002,87.61500000000002,87.61500000000002,87.61500000000002,87.21500000000005,87.61500000000002,379.73,379.73,379.73,379.73,379.73,87.21500000000005,87.61500000000002,87.61500000000002,87.61500000000002,88.01500000000006,,
COSMOE,2020-06-21 05:02:00,2020-06-21 11:00:00,6,2020.zip::2020/2020062107_pqprevi.zip::Pqprevi_COSMOE_2170.txt,379.61,379.61,379.61,379.61,379.61,379.61,379.61,379.61,379.61,379.61,379.61,379.61,379.61,379.61,379.61,379.61,379.61,379.61,379.61,379.61,72.97000000000003,72.97000000000003,73.37,73.37,72.57000000000005,72.97000000000003,72.97000000000003,72.97000000000003,72.97000000000003,72.97000000000003,73.37,72.97000000000003,73.37,72.57000000000005,72.97000000000003,72.97000000000003,72.97000000000003,73.37,72.57000000000005,72.97000000000003,379.61,379.61,379.61,379.61,379.61,72.57000000000005,72.97000000000003,72.97000000000003,73.07000000000002,73.37,,
COSMOE,2020-06-22 04:42:00,2020-06-22 11:00:00,6,2020.zip::2020/2020062207_pqprevi.zip::Pqprevi_COSMOE_2170.txt,379.58,379.58,379.58,379.58,379.58,379.58,379.58,379.58,379.58,379.58,379.58,379.58,379.58,379.58,379.58,379.58,379.58,379.58,379.58,379.58,68.82500000000003,68.425,68.82500000000003,68.82500000000003,69.22500000000001,69.22500000000001,68.82500000000003,69.22500000000001,68.82500000000003,68.425,69.22500000000001,68.425,69.22500000000001,68.82500000000003,69.62499999999999,68.82500000000003,69.62499999999999,68.425,68.82500000000003,68.82500000000003,379.58,379.58,379.58,379.58,379.58,68.425,68.82500000000003,68.82500000000003,69.22500000000001,69.62499999999999,,
COSMOE,2020-06-23 06:33:00,2020-06-23 13:00:00,6,2020.zip::2020/2020062307_pqprevi.zip::Pqprevi_COSMOE_2170.txt,379.61,379.61,379.61,379.61,379.61,379.61,379.61,379.61,379.61,379.61,379.61,379.61,379.61,379.61,379.61,379.61,379.61,379.61,379.61,379.61,73.725,72.12499999999997,72.92499999999998,72.92499999999998,72.525,72.92499999999998,72.92499999999998,72.92499999999998,73.32499999999996,72.525,73.32499999999996,72.92499999999998,72.92499999999998,73.32499999999996,73.725,73.32499999999996,72.525,73.725,72.92499999999998,72.92499999999998,379.61,379.61,379.61,379.61,379.61,72.12499999999997,72.92499999999998,72.92499999999998,73.32499999999996,73.725,,
COSMOE,2020-06-25 05:48:00,2020-06-25 12:00:00,6,2020.zip::2020/2020062506_pqprevi.zip::Pqprevi_COSMOE_2170.txt,379.76,379.76,379.76,379.76,379.76,379.76,379.76,379.76,379.76,379.76,379.76,379.76,379.76,379.76,379.76,379.76,379.76,379.76,379.76,379.76,90.01000000000002,90.01000000000002,91.21000000000001,90.41,90.80999999999997,90.80999999999997,90.41,90.80999999999997,90.41,90.41,90.80999999999997,90.41,90.01000000000002,90.80999999999997,90.80999999999997,90.41,90.41,90.01000000000002,90.80999999999997,90.80999999999997,379.76,379.76,379.76,379.76,379.76,90.01000000000002,90.41,90.41,90.80999999999997,91.21000000000001,,
COSMOE,2020-06-26 04:48:00,2020-06-26 11:00:00,6,2020.zip::2020/2020062607_pqprevi.zip::Pqprevi_COSMOE_2170.txt,379.75,379.75,379.75,379.75,379.75,379.75,379.75,379.75,379.75,379.75,379.75,379.75,379.75,379.75,379.75,379.75,379.75,379.75,379.75,379.75,89.31000000000004,88.91000000000001,89.71000000000002,88.91000000000001,90.11,88.91000000000001,88.51000000000003,90.11,89.71000000000002,89.71000000000002,90.51000000000003,88.51000000000003,88.91000000000001,89.31000000000004,89.71000000000002,89.71000000000002,88.91000000000001,89.71000000000002,90.11,89.31000000000004,379.75,379.75,379.75,379.75,379.75,88.51000000000003,88.91000000000001,89.51000000000003,89.71000000000002,90.51000000000003,,
COSMOE,2020-06-27 04:49:00,2020-06-27 11:00:00,6,2020.zip::2020/2020062707_pqprevi.zip::Pqprevi_COSMOE_2170.txt,379.72,379.72,379.72,379.73,379.73,379.72,379.73,379.72,379.72,379.72,379.72,379.72,379.72,379.72,379.73,379.72,379.72,379.72,379.72,379.72,85.735,84.53500000000001,85.735,88.13499999999998,88.13499999999998,84.93499999999999,89.33499999999997,86.13499999999998,87.33499999999997,85.33499999999997,86.13499999999998,84.53500000000001,86.93499999999999,86.13499999999998,89.735,84.93499999999999,84.53500000000001,86.53500000000001,86.13499999999998,86.13499999999998,379.72,379.72,379.72,379.72,379.73,84.53500000000001,85.23499999999997,86.13499999999998,87.03499999999998,89.735,,
COSMOE,2020-06-28 04:44:00,2020-06-28 11:00:00,6,2020.zip::2020/2020062807_pqprevi.zip::Pqprevi_COSMOE_2170.txt,379.66,379.66,379.67,379.66,379.67,379.67,379.66,379.66,379.66,379.67,379.67,379.67,379.66,379.67,379.67,379.66,379.66,379.66,379.66,379.66,78.57499999999996,79.37499999999997,80.975,78.57499999999996,79.775,80.17499999999998,78.57499999999996,78.975,78.17499999999998,79.775,79.775,79.775,78.57499999999996,80.57499999999996,79.775,78.57499999999996,78.975,78.975,78.975,78.57499999999996,379.66,379.66,379.66,379.67,379.67,78.17499999999998,78.57499999999996,78.975,79.775,80.975,,
COSMOE,2020-06-29 04:47:00,2020-06-29 11:00:00,6,2020.zip::2020/2020062907_pqprevi.zip::Pqprevi_COSMOE_2170.txt,379.89,379.86,379.86,379.86,379.86,379.86,379.86,379.88,379.88,379.86,379.89,379.87,379.88,379.87,379.87,379.88,379.89,379.88,379.88,379.86,113.32999999999997,100.92999999999999,100.52999999999996,100.92999999999999,100.92999999999999,100.12999999999998,100.52999999999996,110.52999999999996,108.92999999999999,100.52999999999996,112.12999999999998,101.73,108.52999999999996,101.32999999999997,104.52999999999996,109.32999999999997,111.73,109.73,108.52999999999996,100.92999999999999,379.86,379.86,379.87,379.88,379.89,100.12999999999998,100.92999999999999,103.12999999999998,109.42999999999998,113.32999999999997,,
COSMOE,2020-06-30 04:56:00,2020-06-30 11:00:00,6,2020.zip::2020/2020063010_pqprevi.zip::Pqprevi_COSMOE_2170.txt,379.98,379.98,379.98,379.98,379.98,379.98,379.98,379.98,379.98,379.98,379.98,379.98,379.98,379.98,379.98,379.98,379.98,379.98,379.98,379.98,119.07000000000001,118.27,118.27,118.67000000000003,119.07000000000001,118.27,119.07000000000001,119.07000000000001,118.67000000000003,118.67000000000003,118.67000000000003,118.27,118.67000000000003,119.07000000000001,119.07000000000001,118.67000000000003,118.27,119.07000000000001,118.67000000000003,118.67000000000003,379.98,379.98,379.98,379.98,379.98,118.27,118.57000000000002,118.67000000000003,119.07000000000001,119.07000000000001,,
COSMOE,2020-06-30 10:40:00,2020-06-30 17:00:00,6,2020.zip::2020/2020063012_pqprevi.zip::Pqprevi_COSMOE_2170.txt,379.88,379.88,379.88,379.88,379.88,379.88,379.88,379.88,379.88,379.88,379.88,379.88,379.88,379.88,379.88,379.88,379.88,379.88,379.88,379.88,107.40999999999998,107.01,106.21,106.21,106.21,104.21,106.61000000000003,106.21,105.81000000000002,106.61000000000003,106.61000000000003,105.01,105.40999999999998,107.40999999999998,106.21,107.40999999999998,106.21,107.40999999999998,106.61000000000003,105.81000000000002,379.88,379.88,379.88,379.88,379.88,104.21,106.11,106.21,106.71000000000002,107.40999999999998,,
COSMOE,2020-07-01 04:44:00,2020-07-01 11:00:00,6,2020.zip::2020/2020070107_pqprevi.zip::Pqprevi_COSMOE_2170.txt,379.82,379.82,379.82,379.82,379.82,379.81,379.82,379.82,379.82,379.82,379.82,379.82,379.82,379.82,379.82,379.82,379.82,379.82,379.82,379.82,98.51500000000001,98.91499999999999,98.51500000000001,98.11499999999998,97.715,96.91499999999999,98.51500000000001,97.715,98.11499999999998,98.11499999999998,98.11499999999998,97.31500000000003,97.715,98.51500000000001,98.51500000000001,98.51500000000001,97.715,98.51500000000001,98.11499999999998,97.715,379.81,379.82,379.82,379.82,379.82,96.91499999999999,97.715,98.11499999999998,98.51500000000001,98.91499999999999,,
COSMOE,2020-07-01 10:43:00,2020-07-01 17:00:00,6,2020.zip::2020/2020070116_pqprevi.zip::Pqprevi_COSMOE_2170.txt,379.69,379.68,379.68,379.68,379.68,379.68,379.68,379.68,379.68,379.68,379.68,379.68,379.68,379.68,379.68,379.68,379.68,379.69,379.68,379.68,82.53499999999997,82.13499999999999,81.73499999999996,81.73499999999996,81.33499999999998,79.33499999999998,82.13499999999999,81.73499999999996,81.33499999999998,82.53499999999997,82.13499999999999,79.33499999999998,80.53499999999997,82.13499999999999,81.73499999999996,82.13499999999999,81.33499999999998,83.33499999999998,81.33499999999998,80.53499999999997,379.68,379.68,379.68,379.68,379.69,79.33499999999998,81.33499999999998,81.73499999999996,82.13499999999999,83.33499999999998,,
COSMOE,2020-07-02 04:46:00,2020-07-02 11:00:00,6,2020.zip::2020/2020070207_pqprevi.zip::Pqprevi_COSMOE_2170.txt,380.13,380.12,380.13,380.12,380.12,380.12,380.12,380.12,380.12,380.13,380.13,380.12,380.12,380.12,380.14,380.12,380.13,380.16,380.12,380.12,138.2200000000001,137.42000000000016,140.2200000000001,137.02000000000007,137.82000000000014,137.02000000000007,137.82000000000014,137.02000000000007,137.02000000000007,140.6200000000001,140.6200000000001,137.02000000000007,137.42000000000016,137.42000000000016,147.82000000000014,137.02000000000007,138.6200000000001,155.02000000000007,137.02000000000007,137.02000000000007,380.12,380.12,380.12,380.13,380.16,137.02000000000007,137.02000000000007,137.42000000000016,139.0200000000001,155.02000000000007,,
COSMOE,2020-07-03 06:31:00,2020-07-03 13:00:00,6,2020.zip::2020/2020070307_pqprevi.zip::Pqprevi_COSMOE_2170.txt,380.02,380.02,380.02,380.02,380.02,380.02,380.02,380.02,380.02,380.02,380.02,380.02,380.02,380.02,380.22,380.02,380.02,380.02,380.03,380.02,120.50500000000001,120.50500000000001,119.70500000000006,120.10500000000003,119.70500000000006,119.70500000000006,120.10500000000003,120.90500000000004,120.50500000000001,119.70500000000006,120.50500000000001,119.30500000000002,119.70500000000006,121.70500000000006,230.505,120.50500000000001,120.10500000000003,120.50500000000001,126.10500000000003,118.90500000000004,380.02,380.02,380.02,380.02,380.22,118.90500000000004,119.70500000000006,120.30500000000002,120.50500000000001,230.505,,
COSMOE,2020-07-04 06:50:00,2020-07-04 13:00:00,6,2020.zip::2020/2020070407_pqprevi.zip::Pqprevi_COSMOE_2170.txt,379.69,379.69,379.69,379.7,379.69,379.69,379.69,379.69,379.69,379.69,379.69,379.69,379.69,379.69,379.7,379.69,379.69,379.69,379.69,379.69,83.29999999999998,82.9,82.49999999999997,83.69999999999996,82.1,82.9,82.9,82.9,82.9,82.9,83.29999999999998,82.1,82.1,82.9,83.69999999999996,83.29999999999998,83.29999999999998,83.29999999999998,82.49999999999997,82.49999999999997,379.69,379.69,379.69,379.69,379.7,82.1,82.49999999999997,82.9,83.29999999999998,83.69999999999996,,
COSMOE,2020-07-05 06:21:00,2020-07-05 12:00:00,6,2020.zip::2020/2020070507_pqprevi.zip::Pqprevi_COSMOE_2170.txt,379.64,379.64,379.65,379.64,379.64,379.64,379.64,379.65,379.64,379.64,379.65,379.64,379.65,379.64,379.64,379.64,379.64,379.64,379.64,379.64,76.45499999999996,76.05499999999998,79.25499999999997,76.85499999999993,74.85499999999993,74.85499999999993,76.05499999999998,78.45499999999996,76.05499999999998,76.05499999999998,78.85499999999993,74.85499999999993,79.25499999999997,76.85499999999993,75.25499999999997,75.25499999999997,75.25499999999997,76.05499999999998,78.05499999999998,75.65499999999994,379.64,379.64,379.64,379.64,379.65,74.85499999999993,75.25499999999997,76.05499999999998,77.15499999999994,79.25499999999997,,
COSMOE,2020-07-06 06:16:00,2020-07-06 12:00:00,6,2020.zip::2020/2020070607_pqprevi.zip::Pqprevi_COSMOE_2170.txt,379.74,379.74,379.74,379.74,379.74,379.74,379.74,379.74,379.74,379.74,379.74,379.74,379.74,379.74,379.74,379.74,379.74,379.74,379.74,379.74,89.72000000000003,87.32000000000005,88.92000000000002,90.12,88.92000000000002,88.12,88.52000000000004,89.32000000000005,89.32000000000005,88.52000000000004,89.72000000000003,88.92000000000002,87.72000000000003,88.92000000000002,88.92000000000002,88.92000000000002,88.92000000000002,88.92000000000002,87.32000000000005,88.12,379.74,379.74,379.74,379.74,379.74,87.32000000000005,88.42000000000003,88.92000000000002,89.02000000000002,90.12,,
COSMOE,2020-07-07 06:31:00,2020-07-07 13:00:00,6,2020.zip::2020/2020070708_pqprevi.zip::Pqprevi_COSMOE_2170.txt,379.59,379.59,379.59,379.59,379.58,379.58,379.59,379.59,379.59,379.59,379.59,379.58,379.59,379.59,379.59,379.59,379.59,379.59,379.59,379.58,70.40500000000002,69.605,70.40500000000002,70.40500000000002,69.20500000000003,69.20500000000003,70.00500000000004,70.40500000000002,69.605,70.80499999999999,70.00500000000004,68.80499999999999,69.605,70.00500000000004,70.00500000000004,70.00500000000004,69.605,70.40500000000002,70.00500000000004,68.80499999999999,379.58,379.59,379.59,379.59,379.59,68.80499999999999,69.605,70.00500000000004,70.40500000000002,70.80499999999999,,
COSMOE,2020-07-08 05:57:00,2020-07-08 12:00:00,6,2020.zip::2020/2020070807_pqprevi.zip::Pqprevi_COSMOE_2170.txt,379.54,379.54,379.54,379.54,379.54,379.54,379.54,379.54,379.54,379.54,379.54,379.54,379.54,379.54,379.54,379.54,379.54,379.54,379.54,379.54,64.90499999999994,64.90499999999994,64.90499999999994,65.70499999999996,63.704999999999956,64.50499999999997,64.90499999999994,64.90499999999994,65.30499999999998,64.90499999999994,64.50499999999997,64.10499999999993,64.50499999999997,64.90499999999994,64.90499999999994,65.30499999999998,64.90499999999994,65.30499999999998,64.50499999999997,63.704999999999956,379.54,379.54,379.54,379.54,379.54,63.704999999999956,64.50499999999997,64.90499999999994,64.90499999999994,65.70499999999996,,
COSMOE,2020-07-09 06:04:00,2020-07-09 12:00:00,6,2020.zip::2020/2020070907_pqprevi.zip::Pqprevi_COSMOE_2170.txt,379.54,379.54,379.54,379.54,379.54,379.54,379.54,379.54,379.54,379.54,379.54,379.54,379.54,379.54,379.54,379.54,379.54,379.54,379.54,379.54,64.60999999999999,65.00999999999996,65.00999999999996,64.20999999999995,64.20999999999995,64.60999999999999,63.809999999999974,65.00999999999996,64.60999999999999,65.00999999999996,64.20999999999995,63.40999999999994,63.40999999999994,64.60999999999999,63.809999999999974,64.60999999999999,64.60999999999999,63.809999999999974,64.20999999999995,63.809999999999974,379.54,379.54,379.54,379.54,379.54,63.40999999999994,63.809999999999974,64.40999999999997,64.60999999999999,65.00999999999996,,
COSMOE,2020-07-10 04:52:00,2020-07-10 11:00:00,6,2020.zip::2020/2020071006_pqprevi.zip::Pqprevi_COSMOE_2170.txt,379.56,379.56,379.56,379.56,379.56,379.56,379.56,379.56,379.56,379.56,379.56,379.56,379.56,379.56,379.56,379.56,379.56,379.56,379.56,379.56,67.26499999999997,67.665,67.665,67.665,66.46500000000002,66.06499999999998,66.06499999999998,68.06499999999998,66.865,68.46500000000002,67.26499999999997,66.06499999999998,66.46500000000002,67.26499999999997,66.865,67.26499999999997,67.26499999999997,67.26499999999997,66.46500000000002,66.46500000000002,379.56,379.56,379.56,379.56,379.56,66.06499999999998,66.46500000000002,67.26499999999997,67.36499999999998,68.46500000000002,,
COSMOE,2020-07-10 10:34:00,2020-07-10 17:00:00,6,2020.zip::2020/2020071012_pqprevi.zip::Pqprevi_COSMOE_2170.txt,379.47,379.48,379.48,379.48,379.48,379.48,379.47,379.48,379.48,379.48,379.48,379.47,379.47,379.48,379.47,379.48,379.48,379.48,379.47,379.48,54.930000000000014,58.13,58.930000000000014,58.930000000000014,58.13,58.930000000000014,53.32999999999999,59.32999999999999,58.53000000000001,60.13,58.13,53.32999999999999,53.32999999999999,58.13,54.13,58.13,60.13,58.930000000000014,54.53000000000001,57.73,379.47,379.47,379.48,379.48,379.48,53.32999999999999,54.83000000000001,58.13,58.930000000000014,60.13,,
COSMOE,2020-07-10 10:34:00,2020-07-10 17:00:00,6,2020.zip::2020/2020071018_pqprevi.zip::Pqprevi_COSMOE_2170.txt,379.47,379.48,379.48,379.48,379.48,379.48,379.47,379.48,379.48,379.48,379.48,379.47,379.47,379.48,379.47,379.48,379.48,379.48,379.47,379.48,54.930000000000014,58.13,58.930000000000014,58.930000000000014,58.13,58.930000000000014,53.32999999999999,59.32999999999999,58.53000000000001,60.13,58.13,53.32999999999999,53.32999999999999,58.13,54.13,58.13,60.13,58.930000000000014,54.53000000000001,57.73,379.47,379.47,379.48,379.48,379.48,53.32999999999999,54.83000000000001,58.13,58.930000000000014,60.13,,
COSMOE,2020-07-10 21:35:00,2020-07-11 04:00:00,6,2020.zip::2020/2020071101_pqprevi.zip::Pqprevi_COSMOE_2170.txt,379.52,379.52,379.53,379.53,379.53,379.53,379.53,379.53,379.53,379.53,379.53,379.52,379.52,379.54,379.52,379.52,379.52,379.53,379.52,379.52,61.80000000000001,61.80000000000001,62.19999999999999,64.6,64.19999999999999,63.400000000000006,63.0,63.0,64.6,63.80000000000001,63.400000000000006,61.400000000000006,61.80000000000001,71.0,61.400000000000006,61.80000000000001,61.80000000000001,61.80000000000001,61.400000000000006,61.80000000000001,379.52,379.52,379.53,379.53,379.54,61.400000000000006,61.80000000000001,62.0,63.50000000000001,71.0,,
