model,issue_time,valid_time,lead_time_h,source_path,H_e01,H_e02,H_e03,H_e04,H_e05,H_e06,H_e07,H_e08,H_e09,H_e10,H_e11,H_e12,H_e13,H_e14,H_e15,H_e16,H_e17,H_e18,H_e19,H_e20,Q_e01,Q_e02,Q_e03,Q_e04,Q_e05,Q_e06,Q_e07,Q_e08,Q_e09,Q_e10,Q_e11,Q_e12,Q_e13,Q_e14,Q_e15,Q_e16,Q_e17,Q_e18,Q_e19,Q_e20,H_min,H_p25,H_p50,H_p75,H_max,Q_min,Q_p25,Q_p50,Q_p75,Q_max,H_ctl,Q_ctl
COSMOE,2020-06-11 06:24:00,2020-06-11 12:00:00,6,2020.zip::2020/2020061107_pqprevi.zip::Pqprevi_COSMOE_2170.txt,379.94,379.94,379.94,379.94,379.94,379.94,379.94,379.94,379.94,379.94,379.94,379.94,379.94,379.94,379.94,379.94,379.94,379.94,379.94,379.94,114.02499999999989,114.02499999999989,116.02499999999978,114.02499999999989,116.02499999999978,114.02499999999989,114.02499999999989,114.02499999999989,116.02499999999978,114.02499999999989,116.02499999999978,114.02499999999989,114.02499999999989,114.02499999999989,114.02499999999989,114.02499999999989,116.02499999999978,114.02499999999989,114.02499999999989,114.02499999999989,379.94,379.94,379.94,379.94,379.94,114.02499999999989,114.02499999999989,114.02499999999989,114.52499999999986,116.02499999999978,,
COSMOE,2020-06-12 06:58:00,2020-06-12 13:00:00,6,2020.zip::2020/2020061208_pqprevi.zip::Pqprevi_COSMOE_2170.txt,379.87,379.86,379.86,379.86,379.87,379.86,379.86,379.86,379.86,379.86,379.9,379.86,379.86,379.88,379.87,379.86,379.86,379.86,379.87,379.87,104.69499999999991,94.69499999999991,96.69500000000008,92.69500000000002,106.69500000000008,94.69499999999991,90.69500000000014,94.69499999999991,94.69499999999991,92.69500000000002,182.69500000000002,94.69499999999991,90.69500000000014,144.6949999999999,98.69499999999996,92.69500000000002,96.69500000000008,96.69500000000008,116.69500000000008,114.69499999999991,379.86,379.86,379.86,379.87,379.9,90.69500000000014,94.19499999999994,95.695,105.19499999999995,182.69500000000002,,
COSMOE,2020-06-13 05:47:00,2020-06-13 12:00:00,6,2020.zip::2020/2020061307_pqprevi.zip::Pqprevi_COSMOE_2170.txt,379.76,379.76,379.76,379.76,379.76,379.76,379.76,379.76,379.76,379.76,379.76,379.76,379.76,379.76,379.76,379.76,379.76,379.76,379.76,379.76,86.03999999999982,88.03999999999999,90.03999999999988,88.03999999999999,90.03999999999988,88.03999999999999,98.03999999999999,94.03999999999994,90.03999999999988,98.03999999999999,86.03999999999982,88.03999999999999,98.03999999999999,96.03999999999982,90.03999999999988,86.03999999999982,88.03999999999999,90.03999999999988,94.03999999999994,90.03999999999988,379.76,379.76,379.76,379.76,379.76,86.03999999999982,88.03999999999999,90.03999999999988,94.03999999999994,98.03999999999999,,
COSMOE,2020-06-13 10:48:00,2020-06-13 17:00:00,6,2020.zip::2020/2020061319_pqprevi.zip::Pqprevi_COSMOE_2170.txt,379.7,379.67,379.7,379.66,379.76,379.75,379.67,379.67,379.69,379.67,379.73,379.67,379.73,379.66,379.7,379.66,379.69,379.77,379.66,379.69,84.04500000000013,12.045000000000243,106.04500000000002,2.0450000000002433,252.04500000000024,212.04500000000024,12.045000000000243,12.045000000000243,60.04500000000007,26.045000000000016,158.0450000000002,20.045000000000073,164.04500000000013,8.045000000000186,108.04500000000019,4.04500000000013,68.04500000000019,268.0450000000002,6.045000000000016,76.04500000000002,379.66,379.67,379.69,379.72,379.77,2.0450000000002433,12.045000000000243,64.04500000000013,120.54500000000019,268.0450000000002,,
COSMOE,2020-06-13 10:48:00,2020-06-13 17:00:00,6,2020.zip::2020/2020061321_pqprevi.zip::Pqprevi_COSMOE_2170.txt,379.7,379.67,379.7,379.66,379.76,379.75,379.67,379.67,379.69,379.67,379.73,379.67,379.73,379.66,379.7,379.66,379.69,379.77,379.66,379.69,84.04500000000013,12.045000000000243,106.04500000000002,2.0450000000002433,252.04500000000024,212.04500000000024,12.045000000000243,12.045000000000243,60.04500000000007,26.045000000000016,158.0450000000002,20.045000000000073,164.04500000000013,8.045000000000186,108.04500000000019,4.04500000000013,68.04500000000019,268.0450000000002,6.045000000000016,76.04500000000002,379.66,379.67,379.69,379.72,379.77,2.0450000000002433,12.045000000000243,64.04500000000013,120.54500000000019,268.0450000000002,,
COSMOE,2020-06-14 06:20:00,2020-06-14 12:00:00,6,2020.zip::2020/2020061407_pqprevi.zip::Pqprevi_COSMOE_2170.txt,379.85,379.86,379.87,379.84,379.81,379.86,379.82,379.99,379.83,379.84,379.81,379.84,379.84,379.91,379.84,379.85,379.82,379.84,379.84,379.83,93.53499999999995,135.53500000000014,165.53500000000014,67.53500000000001,15.535000000000124,123.53499999999995,25.535000000000124,463.53499999999997,49.5349999999999,69.5349999999999,11.535000000000068,75.53500000000012,81.53500000000007,269.5349999999999,81.53500000000007,91.53500000000007,15.535000000000124,87.53500000000001,67.53500000000001,53.534999999999954,379.81,379.83,379.84,379.85,379.99,11.535000000000068,52.53499999999994,78.5350000000001,101.03499999999995,463.53499999999997,,
COSMOE,2020-06-15 06:23:00,2020-06-15 12:00:00,6,2020.zip::2020/2020061507_pqprevi.zip::Pqprevi_COSMOE_2170.txt,379.71,379.71,379.71,379.71,379.71,379.71,379.71,379.71,379.71,379.71,379.71,379.71,379.71,379.71,379.71,379.71,379.71,379.71,379.71,379.71,84.89500000000018,82.8950000000003,84.89500000000018,84.89500000000018,84.89500000000018,84.89500000000018,84.89500000000018,84.89500000000018,84.89500000000018,82.8950000000003,86.89500000000035,88.89500000000024,82.8950000000003,84.89500000000018,84.89500000000018,82.8950000000003,84.89500000000018,84.89500000000018,84.89500000000018,84.89500000000018,379.71,379.71,379.71,379.71,379.71,82.8950000000003,84.89500000000018,84.89500000000018,84.89500000000018,88.89500000000024,,
COSMOE,2020-06-16 05:54:00,2020-06-16 12:00:00,6,2020.zip::2020/2020061606_pqprevi.zip::Pqprevi_COSMOE_2170.txt,379.71,379.71,379.71,379.71,379.71,379.72,379.71,379.71,379.71,379.71,379.71,379.71,379.71,379.71,379.72,379.71,379.71,379.71,379.71,379.71,84.52499999999989,82.525,84.52499999999989,82.525,82.525,94.52499999999989,84.52499999999989,84.52499999999989,90.52499999999984,82.525,82.525,82.525,84.52499999999989,84.52499999999989,94.52499999999989,82.525,84.52499999999989,86.52499999999978,82.525,82.525,379.71,379.71,379.71,379.71,379.72,82.525,82.525,84.52499999999989,84.52499999999989,94.52499999999989,,
COSMOE,2020-06-17 05:42:00,2020-06-17 12:00:00,6,2020.zip::2020/2020061706_pqprevi.zip::Pqprevi_COSMOE_2170.txt,380.71,380.28,380.45,380.46,380.3,380.18,380.29,380.18,380.3,380.36,380.53,381.0,380.61,380.44,380.14,380.14,380.15,381.05,380.41,380.15,1105.1199999999997,-238.8800000000002,265.11999999999955,295.11999999999955,-168.8800000000002,-504.88000000000045,-190.88000000000008,-514.8800000000005,-178.8800000000002,5.119999999999578,533.1199999999997,2125.1199999999994,797.12,255.11999999999958,-624.8800000000005,-624.8800000000005,-588.8800000000002,2327.12,163.1199999999997,-604.8800000000005,380.14,380.18,380.33,380.51,381.05,-624.8800000000005,-507.38000000000045,-81.88000000000031,354.61999999999955,2327.12,,
COSMOE,2020-06-17 10:57:00,2020-06-17 17:00:00,6,2020.zip::2020/2020061712_pqprevi.zip::Pqprevi_COSMOE_2170.txt,380.15,380.14,380.15,380.15,380.15,380.14,380.14,380.18,380.16,380.15,380.2,380.15,380.17,380.16,380.15,380.15,380.15,380.15,380.15,380.16,122.90999999999963,112.90999999999963,130.90999999999974,128.90999999999985,120.90999999999974,108.90999999999985,110.90999999999974,198.90999999999985,158.90999999999985,134.9099999999995,264.9099999999995,124.90999999999951,198.90999999999985,168.90999999999985,132.90999999999963,114.90999999999951,136.90999999999997,130.90999999999974,116.90999999999997,142.90999999999963,380.14,380.15,380.15,380.16,380.2,108.90999999999985,119.9099999999998,130.90999999999974,146.90999999999968,264.9099999999995,,
